Name,Store Number,Convenience,Shopping,Specialty,Unsought,Other
AVANT35,40113,810,108,254,448,758
BARNSDALL29,40113,3941,398,1817,1726,4206
BOWRING7,40113,998,100,376,522,877
HOMINY38,40113,5220,823,2666,1731,5225
OSAGE HILLS3,40113,1494,134,472,888,1417
MCCORD77,40113,2064,225,1143,696,2348
PAWHUSKA2,40113,7452,1089,3739,2624,7611
PRUE50,40113,2853,369,1311,1173,3102
SHIDLER11,40113,2316,180,1192,944,2519
WYNONA30,40113,1258,154,530,574,1108
WOODLANDI-90,40113,4689,606,2841,1242,4545
OSAGE COUNTY INTERLOCAL COOP,40113,1940,1322,158,460,1959
ANDERSON52,40113,2379,282,868,1229,2303
AFTON26,40115,4892,720,3023,1149,4767
COMMERCE18,40115,7316,1108,4754,1454,7639
FAIRLAND31,40115,5443,740,3388,1315,4940
MIAMI23,40115,19532,2824,12517,4191,18840
QUAPAW14,40115,5446,1171,3245,1030,5365
WYANDOTTE1,40115,6504,978,4059,1467,7333
TURKEY FORD10,40115,926,159,388,379,891
CLEVELAND6,40117,13896,1623,8070,4203,13167
JENNINGS2,40117,2198,514,1048,636,2068
PAWNEE1,40117,6623,804,3795,2024,6646
CUSHING67,40119,19227,1241,3869,14117,24584
GLENCOE101,40119,3373,345,1422,1606,3305
PERKINS-TRYON56,40119,12631,895,6936,4800,12860
RIPLEY3,40119,4734,549,2228,1957,4556
STILLWATER16,40119,56964,4423,22802,29739,52314
YALE103,40119,4205,538,2100,1567,3987
FIVE STAR INTERLOCAL COOPERATIVE,40119,4128,2519,493,1116,4132
OAK GROVE104,40119,1292,100,794,398,1254
CANADIAN2,40121,4853,757,1962,2134,4844
CROWDER28,40121,4163,584,2195,1384,4137
FRINK-CHAMBERS29,40121,3311,479,1514,1318,3179
HAILEYVILLE11,40121,3442,624,1922,896,3522
HARTSHORNE1,40121,6978,1329,4043,1606,7643
HAYWOOD88,40121,1567,253,574,740,1476
INDIANOLA25,40121,2561,300,793,1468,2541
KIOWA14,40121,4568,408,868,3292,4726
MCALESTER80,40121,24910,4025,15028,5857,27150
PITTSBURG63,40121,1683,408,859,416,1740
QUINTON17,40121,4614,747,2511,1356,4496
SAVANNA30,40121,3395,426,2232,737,3276
TANNEHILL56,40121,1576,220,803,553,1644
KREBS9,40121,3296,368,1278,1650,5866
ADA19,40123,23739,2838,13511,7390,24326
ALLEN1,40123,4305,559,2096,1650,4225
BYNG16,40123,14997,1853,9407,3737,15107
LATTA24,40123,7614,1035,4394,2185,7527
ROFF37,40123,3226,405,1684,1137,3041
STONEWALL30,40123,5015,766,2088,2161,5054
VANOSS9,40123,5052,788,2819,1445,4654
ASHER112,40125,2520,329,1500,691,2474
BETHEL3,40125,10058,843,6636,2579,10055
DALE2,40125,5660,457,3734,1469,5780
EARLSBORO5,40125,2161,258,1315,588,2302
GROVE27,40125,4072,400,1015,2657,6047
MCLOUD1,40125,14654,2142,9213,3299,15028
MACOMB4,40125,2430,339,1571,520,2545
MAUD117,40125,3370,857,1798,715,3328
NORTH ROCK CREEK10,40125,5400,961,1867,2572,5758
PLEASANT GROVE29,40125,2557,582,1733,242,2355
SHAWNEE93,40125,35224,5302,19545,10377,34210
SOUTH ROCK CREEK32,40125,2987,320,1899,768,2859
TECUMSEH92,40125,18235,3175,11906,3154,17979
WANETTE115,40125,2111,599,982,530,2058
ALBION2,40127,809,152,482,175,906
ANTLERS13,40127,8376,1353,5496,1527,8465
CLAYTON10,40127,3675,434,2517,724,3589
MOYERS SCHOOL DISTRICT 22,40127,2430,294,1835,301,2453
NASHOBA15,40127,778,112,482,184,663
RATTAN1,40127,5002,957,3293,752,5295
TUSKAHOMA4,40127,1122,224,713,185,1207
CHEYENNE7,40129,5811,467,1644,3700,5453
REYDON6,40129,3532,427,785,2320,5376
CATOOSA2,40131,20162,2034,6293,11835,17810
CHELSEA3,40131,8091,1182,4739,2170,7854
CLAREMORE1,40131,34444,2768,17591,14085,38268
FOYIL7,40131,4599,601,2925,1073,4592
INOLA5,40131,10943,1051,6389,3503,10579
JUSTUS-TIAWAH SCHOOL DIST,40131,3565,344,1494,1727,4684
OOLOGAH-TALALA4,40131,14891,1259,5192,8440,18807
SEQUOYAH6,40131,10645,940,6143,3562,10819
VERDIGRIS8,40131,10228,508,2751,6969,11637
BOWLEGS3,40133,2585,455,1477,653,2593
BUTNER15,40133,2412,547,762,1103,2233
JUSTICE54,40133,2016,790,1074,152,2255
KONAWA4,40133,5923,975,2205,2743,5715
NEW LIMA6,40133,2695,438,1744,513,2460
SASAKWA SCHOOL DISTRICT 10,40133,2116,395,1224,497,2331
SEMINOLE SCHOOL DISTRICT 1,40133,13143,1835,8499,2809,14080
STROTHER SCHOOL DISTRICT 14,40133,3311,443,1817,1051,3511
VARNUM SCHOOL DISTRICT 7,40133,2421,385,1559,477,2524
WEWOKA2,40133,7937,2361,4174,1402,8139
SEMINOLE CO INTERLOCAL COOPERATIVE,40133,349,343,0,6,358
BELFONTE50,40135,2502,1005,1287,210,2504
BRUSHY36,40135,3031,640,2028,363,3199
CENTRAL SCHOOL DISTRICT 7,40135,4183,768,2710,705,4016
GANS4,40135,3761,604,2590,567,3406
GORE6,40135,4003,582,2325,1096,4343
LIBERTY1,40135,2318,362,1478,478,2262
MARBLE CITY35,40135,1626,606,771,249,1580
MOFFETT68,40135,2859,573,2020,266,2731
MULDROW3,40135,12028,1912,8173,1943,12117
ROLAND5,40135,8629,1165,5669,1795,8666
SALLISAW1,40135,16609,2508,9982,4119,17108
VIAN2,40135,8514,1326,5044,2144,8240
BRAY-DOYLE SCHOOL DISTRICT #42,40137,4166,203,1202,2761,5086
CENTRAL HIGH34,40137,3731,239,1975,1517,3831
COMANCHE2,40137,8875,783,5190,2902,9477
DUNCAN1,40137,29880,2936,14825,12119,35202
EMPIRE21,40137,4299,394,2451,1454,4228
GRANDVIEW82,40137,1043,89,727,227,975
MARLOW3,40137,11584,1154,6685,3745,12618
VELMA-ALMA SCHOOL DISTRICT #15,40137,4590,304,1711,2575,4357
GOODWELL60,40139,1995,214,1038,743,1937
GUYMON8,40139,23185,3847,12681,6657,22677
HARDESTY15,40139,1320,86,298,936,1215
HOOKER23,40139,5280,521,3081,1678,5423
OPTIMA9,40139,611,105,229,277,751
STRAIGHT80,40139,647,13,165,469,623
TEXHOMA61,40139,2835,141,1374,1320,2647
TYRONE53,40139,2046,199,1082,765,2070
YARBROUGH1,40139,1698,284,548,866,1764
DAVIDSON9,40141,857,170,454,233,855
FREDERICK158,40141,7605,1153,4581,1871,7958
GRANDFIELD249,40141,2455,308,1538,609,2384
TIPTON8,40141,3350,529,2068,753,3633
BERRYHILL10,40143,9622,556,5356,3710,10376
BIXBY4,40143,54710,2383,19037,33290,49355
BROKEN ARROW3,40143,161626,10213,78151,73262,174553
COLLINSVILLE6,40143,20864,1607,12013,7244,22988
GLENPOOL13,40143,22068,1892,12673,7503,21583
JENKS5,40143,119064,6034,39767,73263,118612
KEYSTONE15,40143,2589,365,1361,863,2606
LIBERTY14,40143,4903,541,2708,1654,5162
OWASSO11,40143,79590,4532,34920,40138,80678
SAND SPRINGS2,40143,43978,3603,24228,16147,53798
TULSA1,40143,400820,53300,156776,190744,426257
UNION9,40143,169179,15330,67362,86487,154598
SKIATOOK7,40143,21039,1852,10945,8242,21672
SPERRY8,40143,9954,1087,5907,2960,9758
COWETA17,40145,25229,2132,14457,8640,25001
OKAY1,40145,3640,460,2101,1079,3491
WAGONER19,40145,18199,2007,10892,5300,18581
PORTER CONS,40145,4800,508,2607,1685,4615
BARTLESVILLE30,40147,53225,4803,26439,21983,53793
COPAN4,40147,2054,218,841,995,2313
DEWEY7,40147,9698,927,5851,2920,10381
CANEY VALLEY18,40147,6847,1049,3213,2585,7224
BURNS FLAT-DILL CITY10,40149,5388,817,3164,1407,5689
CANUTE11,40149,3634,313,1789,1532,3684
CORDELL78,40149,6622,540,3377,2705,7491
SENTINEL1,40149,3684,357,1485,1842,3737
ALVA1,40151,15355,1067,5368,8920,12954
FREEDOM6,40151,2031,83,624,1324,2012
WAYNOKA3,40151,4790,132,1842,2816,3888
FORT SUPPLY5,40153,2633,76,506,2051,3118
MOORELANDI-2,40153,5255,410,1880,2965,5444
SHARON-MUTUAL3,40153,4345,188,927,3230,4908
WOODWARD1,40153,27331,2311,11450,13570,28210
BAKER5J,41001,26585,2263,17766,6556,25872
HUNTINGTON16J,41001,1320,92,861,367,1365
BURNT RIVER30J,41001,1010,35,607,368,1236
PINE EAGLE61,41001,3010,262,1672,1076,2910
ALSEA7J,41003,2648,129,2038,481,2877
CORVALLIS509-J,41003,81954,4596,33901,43457,75552
MONROE SCHOOL DISTRICT 1 J,41003,5334,391,3622,1321,5679
PHILOMATH17J,41003,19340,657,11040,7643,17632
LINN-BENTON-LINCOLN EDUCATION SERVICE DIST,41043,31522,6680,16123,8719,18283
CANBY86,41005,56941,3437,30851,22653,52943
COLTON53,41005,7400,382,4815,2203,8374
ESTACADA108,41005,28895,1348,18702,8845,28030
GLADSTONE115,41005,26570,1417,15389,9764,24458
NORTH CLACKAMAS12,41005,204569,10716,99054,94799,193476
MOLALLA RIVER35,41005,27432,1842,16603,8987,28820
OREGON CITY62,41005,93177,5306,49557,38314,100842
LAKE OSWEGO SCH DIST 7 J,41005,86248,1934,26952,57362,79084
OREGON TRAIL SCHOOL DISTRICT 46,41005,49741,2472,25085,22184,47076
WEST LINN-WILSONVILLE3J,41005,115599,3563,48632,63404,119512
CLACKAMAS EDUCATION SERVICE DISTRICT,41005,42053,3562,17953,20538,32608
ASTORIAIC,41007,22204,1454,9991,10759,19479
JEWELL8,41007,7066,133,6074,859,4251
SEASIDE10,41007,19016,1095,1972,15949,18338
WARRENTON-HAMMOND30,41007,11760,949,6182,4629,11329
ST HELENS502,41009,32596,2131,19191,11274,33676
SCAPPOOSE1J,41009,25695,952,13750,10993,23448
VERNONIA SCH DIST 47 J,41009,8148,694,3760,3694,8002
CLATSKANIE SCHOOL DISTRICT 6J,41009,9248,534,3432,5282,8506
KNAPPA SCHOOL DISTRICT 4,41007,6191,389,3104,2698,5231
RAINIER13,41009,10543,831,5289,4423,10249
BANDON54,41011,8767,864,3768,4135,8214
COOS BAY9,41011,33210,3217,20689,9304,31743
COQUILLE8,41011,10794,1023,6691,3080,10717
MYRTLE POINT41,41011,8207,1038,4925,2244,7857
NORTH BEND13,41011,41937,2264,30750,8923,39035
POWERS31,41011,1981,144,1383,454,1894
SOUTH COAST EDUCATION SERVICE DISTRICT,41011,10800,470,1766,8564,10076
CROOK CO UNIT,41013,35961,3837,18118,14006,39835
BROOKINGS-HARBOR17C,41015,17832,2184,8023,7625,16765
PT ORFORD LANGLOIS2J,41015,3637,573,1189,1875,3586
CENTRAL CURRY SCHOOL DISTRICT #1,41015,6609,649,2276,3684,6221
BEND-LA PINE ADMIN1,41017,202161,12287,85964,103910,205371
REDMOND2J,41017,84287,6279,43269,34739,78501
SISTERS6,41017,13886,486,2018,11382,12564
HIGH DESERT EDUCATION SERVICE DISTRICT,41017,31698,2973,15440,13285,27532
CAMAS VALLEY21,41019,2890,267,2249,374,2998
DAYS CREEK15,41019,3038,233,2169,636,2722
WINSTON DILLARD116,41019,15395,1865,9331,4199,15362
NORTH DOUGLAS22,41019,4075,359,2426,1290,4116
ELKTON34,41019,5455,335,3951,1169,4842
GLENDALE77,41019,4252,409,2467,1376,3809
GLIDE12,41019,9164,882,3433,4849,7895
OAKLAND1,41019,6207,645,3835,1727,6158
REEDSPORT105,41019,9482,1108,4656,3718,8549
RIDDLE70,41019,4597,516,2987,1094,4805
DOUGLAS CO4,41019,64259,7117,36911,20231,63424
SUTHERLIN130,41019,13732,1495,8658,3579,14065
YONCALLA32,41019,4253,498,2567,1188,3697
SOUTH UMPQUA19,41019,15492,2184,9481,3827,15876
DOUGLAS EDUCATION SERVICE DISTRICT,41019,23531,2181,10902,10448,19609
ARLINGTON3,41021,2839,118,267,2454,3194
CONDON25,41021,2863,95,1173,1595,2162
NORTH CENTRAL EDUCATION SERVICE DISTRICT,41021,3351,168,81,3102,2101
DAYVILLE16J,41023,1210,153,779,278,1270
GRANT ADMIN3,41023,8106,1538,4427,2141,7942
LONG CREEK17,41023,1048,158,702,188,1122
MONUMENT8,41023,1369,242,857,270,1357
PRAIRIE CITY4,41023,2698,579,1491,628,2479
GRANT EDUCATION SERV DIST,41023,2743,290,5,2448,1740
HARNEY CO3,41025,10274,1306,6802,2166,10658
HARNEY CO UNION HIGH1J,41025,1394,153,688,553,1293
DIAMOND7,41025,254,20,199,35,258
DOUBLE O28,41025,178,20,149,9,184
DREWSEY13,41025,271,18,217,36,188
SOUTH HARNEY33,41025,311,34,244,33,310
FRENCHGLEN16,41025,1343,102,1222,19,1417
PINE CREEK5,41025,216,18,173,25,167
SUNTEX10,41025,298,48,215,35,280
HARNEY COUNTY4,41025,804,114,463,227,771
HARNEY COUNTY EDUCATION SERVICE DISTRICT,41025,3868,306,1625,1937,3736
HOOD RIVER COUNTY SCHOOL DIST,41027,54753,4516,29462,20775,48060
ASHLAND5,41029,38751,1941,11808,25002,32203
BUTTE FALLS91,41029,2665,454,1699,512,2948
CENTRAL POINT6,41029,47648,3467,29333,14848,43582
EAGLE POINT9,41029,45719,4312,26352,15055,44470
MEDFORD549C,41029,151173,12669,87167,51337,149507
PHOENIX TALENT4,41029,30572,2425,17396,10751,27450
PINEHURST94,41029,499,34,239,226,429
PROSPECT59,41029,3111,253,2240,618,3111
ROGUE RIVER35,41029,11655,991,6658,4006,10183
SOUTHERN OREGON (JACKSON COUNTY) EDUCATION SERVICE DISTRICT,41029,34271,5141,13279,15851,26417
ASHWOOD8,41031,211,7,202,2,264
BLACK BUTTE41,41031,447,17,155,275,847
CULVER4,41031,8739,825,5425,2489,12428
JEFFERSON SCH DIST 509 J,41031,41820,10149,22576,9095,39081
JEFFERSON EDUCATION SERV DIST,41031,1820,5,1238,577,1772
GRANTS PASS7,41033,63086,5899,40213,16974,64180
THREE RIVERS/JOSEPHINE CO,41033,56353,6740,28868,20745,57157
KLAMATH CO,41035,74765,8262,44834,21669,85784
KLAMATH FALLS CITY SCHOOLS,41035,41713,6140,23874,11699,50286
ADEL21,41037,364,38,79,247,241
LAKE CO7,41037,9599,1305,4240,4054,9604
PAISLEY11,41037,2626,233,1929,464,2327
PLUSH18,41037,289,30,209,50,348
NORTH LAKE14,41037,3400,464,1979,957,3272
LAKE EDUCATION SERVICE DIST,41037,1752,53,758,941,1464
BLACHLY90,41039,3475,320,2771,384,3185
CRESWELL40,41039,15449,1116,8755,5578,13717
CROW-APPLE GATE-LORANE66,41039,4117,400,2331,1386,4193
EUGENE4J,41039,214738,14952,83575,116211,247894
SIUSLAW97J,41039,16786,1852,5307,9627,15357
JUNCTION CITY69,41039,17276,1560,10110,5606,16639
LOWELL71,41039,5128,647,3168,1313,6083
MCKENZIE68,41039,4177,446,1164,2567,3687
MAPLETON32,41039,2804,385,1728,691,2598
MARCOLA SCH DIST 79 J,41039,3357,254,1844,1259,4878
OAKRIDGE76,41039,7299,1237,4389,1673,7436
PLEASANT HILL1,41039,11321,663,6291,4367,24931
SPRINGFIELD19,41039,122715,11896,73814,37005,136775
SOUTH LANE45J3,41039,33104,2929,18993,11182,33684
FERN RIDGE SCH DIST 28 J,41039,17203,1235,8988,6980,30167
BETHEL52,41039,64731,6351,37146,21234,70975
LANE EDUCATION SERVICE DIST,41039,32781,3855,20629,8297,16677
GREATER ALBANY SCH DIST 8 J,41043,114593,8331,64503,41759,107247
CENTRAL LINN552,41043,7505,845,3293,3367,7680
LEBANON COMM9,41043,44830,4056,27117,13657,43339
SANTIAM CANYON129J,41043,35480,311,31699,3470,34860
SCIO95,41043,13829,735,11418,1676,9262
SWEET HOME55,41043,25411,2358,16539,6514,24161
HARRISBURG7J,41043,9190,531,6106,2553,8656
ADRIAN61,41045,4037,224,3151,662,3790
ANNEX29,41045,1374,110,1079,185,942
AROCK81,41045,393,21,301,71,355
HARPER66,41045,1947,84,1703,160,1920
JORDAN VALLEY3,41045,1527,50,1139,338,1333
JUNTURA12,41045,319,18,240,61,246
NYSSA26,41045,13085,1568,10343,1174,13426
ONTARIO8C,41045,31563,4603,20379,6581,30098
VALE SCHOOL DISTRICT 84,41045,10679,935,7903,1841,11576
MALHEUR COUNTY SCHOOL DISTRICT 51,41045,55,0,34,21,64
MALHEUR EDUCATION SERVICE DIST,41045,5743,1088,3119,1536,5209
CASCADE SCHOOL DISTRICT 5,41047,25055,1612,15417,8026,24852
GERVAIS1,41047,14835,1535,8453,4847,13100
JEFFERSON14J,41047,10220,849,6789,2582,10393
MT ANGEL91,41047,9272,666,6032,2574,14043
NORTH MARION15,41047,22629,1729,14937,5963,21873
ST PAUL45,41047,4224,265,2470,1489,4232
SALEM KEIZER24J,41047,498516,42025,319424,137067,500003
NORTH SANTIAM SD 29 J,41047,24795,1836,13631,9328,25433
WOODBURN103,41047,73815,9164,49990,14661,73621
SILVER FALLS SCHOOL DISTRICT 4J,41047,43483,2188,27708,13587,44229
WILLAMETTE EDUCATION SERVICE DISTRICT,41047,60467,5915,37700,16852,35116
IONE SCHOOL DISTRICT 2J,41049,3632,80,2150,1402,3418
MORROW CO1,41049,28254,2049,14319,11886,26969
DAVID DOUGLAS40,41051,150239,17998,104637,27604,150375
CORBETT39,41051,10823,371,7926,2526,11768
GRESHAM-BARLOW10J,41051,131039,9575,81731,39733,123610
CENTENNIAL SCH DIST 28 JOINT,41051,73604,6876,48864,17864,70456
REYNOLDS7,41051,144340,14856,89502,39982,147887
PARKROSE3,41051,41408,4187,16227,20994,41161
PORTLAND1J,41051,697501,54051,233929,409521,806528
RIVERDALE51J,41051,9868,59,2310,7499,9440
MULTNOMAH COUNTY EDUCATION SERVICE DISTRICT,41051,60699,2437,17458,40804,47254
DALLAS2,41053,35063,1987,22160,10916,35480
FALLS CITY57,41053,2980,353,2097,530,2762
CENTRAL13J,41053,38945,3074,24529,11342,35537
PERRYDALE21,41053,3825,148,2863,814,3497
SHERMAN COUNTY SCHOOL DIST,41055,5249,175,1354,3720,11894
NESTUCCA VALLEY101,41057,7810,511,472,6827,7470
TILLAMOOK9,41057,26126,2125,12281,11720,24555
NEAH KAH NIE56,41057,15901,749,4620,10532,12339
ATHENA WESTON29J,41059,6734,520,4331,1883,6728
ECHO5,41059,3904,234,2720,950,3292
HELIX1,41059,3056,94,1651,1311,2666
HERMISTON8,41059,64717,4332,40415,19970,56722
MILTON FREEWATER UNIFIED SD 7,41059,19513,1724,14097,3692,19446
PENDLETON16,41059,36413,2663,23016,10734,65981
PILOT ROCK2,41059,4376,267,3124,985,4369
STANFIELD61,41059,5770,390,3770,1610,5551
UKIAH80,41059,1078,18,899,161,917
UMATILLA6,41059,16615,2412,11476,2727,15760
INTERMOUNTAIN EDUCATION SERVICE DISTRICT,41059,28858,4153,9729,14976,23210
COVE15,41061,3060,107,2214,739,3153
ELGIN23,41061,4949,519,3309,1121,4753
IMBLER11,41061,4712,457,3068,1187,4299
LA GRANDE1,41061,24001,2162,13692,8147,31140
NORTH POWDER8J,41061,3648,285,2686,677,3466
UNION5,41061,3973,280,2651,1042,3879
ENTERPRISE21,41063,4727,389,2927,1411,4275
JOSEPH6,41063,3715,334,2141,1240,3534
TROY54,41063,169,8,113,48,164
WALLOWA12,41063,2986,263,2022,701,3076
WALLOWA-REGION 18 EDUCATION SERVICE DIST,41063,4041,421,60,3560,4077
DUFUR29,41065,5035,332,2608,2095,4173
NORTH WASCO COUNTY SCHOOL DISTRICT 21,41065,35420,4097,20421,10902,34516
SOUTH WASCO COUNTY SCHL DIST 1,41065,3678,287,1825,1566,3639
REGION 9 EDUCATION SERVICE DISTRICT,41065,5330,430,2415,2485,3767
BANKS13,41067,11071,473,6134,4464,10861
BEAVERTON48J,41067,491107,24382,237574,229151,614955
FOREST GROVE15,41067,77082,7870,47937,21275,72292
GASTON SCH DIST 511 J,41067,6139,352,4394,1393,7368
SHERWOOD88J,41067,61726,1601,29434,30691,54994
TIGARD23J,41067,154729,7475,63833,83421,140441
HILLSBORO1J,41067,250414,16198,122729,111487,235050
NORTHWEST REGIONAL EDUCATION SERVICE DISTRICT,41067,78542,6167,48585,23790,55993
FOSSIL21J,41069,3995,196,3152,647,3257
MITCHELL55,41069,3136,138,2542,456,3111
SPRAY1,41069,1296,132,857,307,1211
AMITY4J,41071,9476,508,6308,2660,9402
DAYTON8,41071,12513,1094,7376,4043,12135
MCMINNVILLE40,41071,81225,7680,48063,25482,75181
NEWBERG SCH DIST 29 J,41071,63655,4015,30553,29087,57903
SHERIDAN48J,41071,12533,1093,8504,2936,13587
WILLAMINA30J,41071,10768,1793,6232,2743,10563
YAMHILL-CARLTON#1,41071,12187,668,7051,4468,11799
GETTYSBURG AREA,42001,59859,2290,16847,40722,58454
LITTLESTOWN AREA,42001,30119,839,11888,17392,29793
UPPER ADAMS MERGED SCH,42001,26766,816,11497,14453,26253
LINCOLN INTERMEDIATE SCHOOL UNIT 12,42001,112618,24588,23625,64405,121712
BERMUDIAN SPRINGS SCHOOL DIST,42001,28017,1042,11412,15563,27352
FAIRFIELD AREA SCHOOL DIST,42001,17966,282,6310,11374,15697
CONEWAGO VALLEY,42001,53377,1665,17723,33989,51822
NORTHGATE,42003,22876,1597,7773,13506,20269
AVONWORTH UNION,42003,29086,359,6455,22272,27463
BALDWIN WHITEHALL,42003,63926,2352,21862,39712,59800
BETHEL PARK,42003,85201,835,21715,62651,81463
BRENTWOOD BORO,42003,22795,816,9608,12371,20140
CARLYNTON SCHOOL DIST,42003,26123,1511,8347,16265,27143
CLAIRTON CITY,42003,15598,1370,10588,3640,15530
CORNELL,42003,13956,1037,3827,9092,12716
DUQUESNE CITY,42003,18363,1971,14502,1890,16218
DEER LAKES,42003,36133,908,12412,22813,33709
ELIZABETH FORWARD,42003,39097,861,17366,20870,41130
MCKEESPORT AREA,42003,61937,7130,39231,15576,57615
MOON AREA,42003,69243,1812,15791,51640,86691
MT LEBANON,42003,92033,853,18182,72998,94979
STEEL VALLEY,42003,33277,2292,14232,16753,34328
PENN HILLS TWP,42003,81457,5514,31047,44896,88425
PITTSBURGH CITY,42003,647548,66480,265531,315537,629053
PITTSBURGH - MT OLIVER INTERMEDIATE SCHOOL UNIT 2,42003,18649,1455,15229,1965,18620
PLUM BORO,42003,57596,1385,23386,32825,65141
SHALER AREA,42003,78216,2014,25035,51167,77297
SOUTH PARK,42003,31903,679,11969,19255,42342
SOUTH FAYETTE TWP,42003,50750,1764,10317,38669,53155
STO ROX,42003,25209,2355,14476,8378,24761
WOODLAND HILLS,42003,87825,6316,29604,51905,85624
UPPER ST CLAIR TWP SCHOOL DIST,42003,73410,1908,15296,56206,73519
WEST JEFFERSON HILLS SCHOOL DIST,42003,46529,559,12716,33254,51446
WEST MIFFLIN AREA,42003,52830,1914,17462,33454,48931
WILKINSBURG BORO,42003,30377,2502,14945,12930,28464
FOX CHAPEL AREA,42003,90154,1342,16727,72085,102303
GATEWAY,42003,72903,2081,18648,52174,67089
ALLEGHENY INTERMEDIATE SCHOOL UNIT 3,42003,128235,44955,34550,48730,129882
ALLEGHENY VALLEY,42003,22140,551,5650,15939,20047
PINE RICHLAND,42003,79561,753,16110,62698,71398
HIGHLANDS SCHOOL DIST,42003,44518,2230,21385,20903,42789
NORTH ALLEGHENY,42003,147576,1545,30925,115106,154974
NORTH HILLS SCHOOL DIST,42003,75512,1703,16846,56963,72928
CHARTIERS VALLEY,42003,60757,1327,14065,45365,66482
EAST ALLEGHENY,42003,32247,1849,14032,16366,32250
MONTOUR,42003,61754,988,11496,49270,83358
QUAKER VALLEY,42003,45024,1078,6925,37021,41455
SOUTH ALLEGHENY,42003,23405,1075,15180,7150,25566
WEST ALLEGHENY,42003,58038,764,14054,43220,64088
KEYSTONE OAKS,42003,41399,946,10914,29539,42556
A W BEATTIE CAREER CENTER,42003,9078,287,1085,7706,7670
FORBES ROAD CAREER AND TECHNOLOGY CENTER,42003,6296,540,1118,4638,6251
PARKWAY WEST CAREER AND TECHNOLOGY CENTER,42003,6050,325,870,4855,5941
STEEL CENTER VOCATION,42003,6295,311,1143,4841,6383
APOLLO-RIDGE,42005,22696,974,12913,8809,21496
FREEPORT AREA,42019,28523,582,11804,16137,38420
LEECHBURG AREA,42005,14047,630,6902,6515,12926
ARMSTRONG SCHOOL DIST,42005,96205,5563,52196,38446,96636
LENAPE VOC-TECH,42005,11175,267,1397,9511,11189
ALIQUIPPA,42007,22670,2884,13288,6498,22789
AMBRIDGE AREA,42007,45528,2042,18455,25031,43277
BEAVER AREA,42007,30117,615,9930,19572,30050
BLACKHAWK,42007,35166,797,16109,18260,33079
BIG BEAVER FALLS AREA SCHOOL DIST,42007,27084,2120,16833,8131,25963
CENTRAL VALLEY,42007,33348,747,14624,17977,33968
FREEDOM AREA,42007,22396,912,12678,8806,23023
SOUTH SIDE AREA,42007,22995,506,13858,8631,23809
HOPEWELL AREA SCHOOL DIST,42007,37032,850,17141,19041,36522
MIDLAND BORO,42007,6386,367,4418,1601,5863
NEW BRIGHTON AREA SCHOOL DIST,42007,23648,1270,15338,7040,21547
ROCHESTER AREA,42007,15807,922,9315,5570,16233
RIVERSIDE BEAVER CO,42007,23028,634,12704,9690,22663
WESTERN BEAVER CO,42007,12959,360,8243,4356,12027
BEAVER VALLEY INTERMEDIATE SCHOOL UNIT 27,42007,16195,6773,2720,6702,15874
BEAVER CO AVTS,42007,5649,274,1056,4319,5565
BEDFORD-EVERETT AVTS,42009,1925,78,559,1288,1884
CHESTNUT RIDGE,42009,20943,941,13412,6590,19546
EVERETT AREA,42009,20014,1398,10005,8611,19261
BEDFORD AREA SCHOOL DIST,42009,29059,2177,13121,13761,28492
NORTHERN BEDFORD CO,42009,13651,681,8808,4162,13792
TUSSEY MOUNTAIN,42009,17707,915,11928,4864,16651
BOYERTOWN AREA SCHOOL DIST,42011,107989,2199,32931,72859,133698
EXETER TWP SCHOOL DIST,42011,71074,1357,20330,49387,67562
FLEETWOOD AREA,42011,43432,763,13834,28835,40858
HAMBURG AREA,42011,40150,1067,13681,25402,38804
MUHLENBERG,42011,55930,2092,14494,39344,52200
READING,42011,240990,28407,169781,42802,236965
BERKS COUNTY INTERMEDIATE SCHOOL UNIT 14,42011,110356,55050,25395,29911,113588
CONRAD WEISER,42011,46637,2229,14389,30019,46202
KUTZTOWN AREA,42011,31638,526,8174,22938,36026
TULPEHOCKEN AREA,42011,29951,1107,9407,19437,27167
WILSON SCHOOL DIST,42011,99569,2091,21092,76386,90696
WYOMISSING AREA,42011,33931,741,6061,27129,30866
ANTIETAM SCHOOL DIST,42011,17270,551,6200,10519,16885
BRANDYWINE HTS AREA,42011,30797,566,9056,21175,28344
DANIEL BOONE,42011,54473,1442,18132,34899,51606
GOVERNOR MIFFLIN,42011,67013,1692,16015,49306,63996
OLEY VALLEY SCHOOL DIST,42011,31111,537,9284,21290,29150
SCHUYLKILL VAL SCHOOL DIST,42011,36373,606,8085,27682,33789
TWIN VALLEY,42011,60294,1385,14911,43998,54559
BERKS COUNTY AVTS,42011,20754,682,2671,17401,17237
READING-MULHENBERG AVTS,42011,9638,523,2149,6966,9750
